# Constructed from biom file
#OTU ID	SRR10120012	SRR10120013	SRR10120014	SRR10120015	SRR10120016	SRR10120017	SRR10120018	SRR10120019	SRR10120020	SRR10120021	SRR10120022	SRR10120023	SRR10120024	SRR10120025	SRR10120026	SRR10120027	SRR10120028	SRR10120029	SRR10120030	SRR10120031	SRR10120032	SRR10120033	SRR10120034	SRR10120035	SRR10120036	SRR10120037	SRR10120038	SRR10120039	SRR10120040	SRR10120041	SRR10120042	SRR10120043	SRR10120044	SRR10120045	SRR10120046	SRR10120047	SRR10120048	SRR10120049	SRR10120050	SRR10120051	SRR10120052	SRR10120053	SRR10120054	SRR10120055	SRR10120056	SRR10120057	SRR10120058	SRR10120059	SRR10120060	SRR10120061	SRR10120062	SRR10120063	SRR10120064	SRR10120065	SRR10120066	SRR10120067	SRR10120068	SRR10120069	SRR10120070	SRR10120071	SRR10120072	SRR10120073	SRR10120074	SRR10120075	SRR10120076	SRR10120077	SRR10120078	SRR10120079	SRR10120080	SRR10120081	SRR10120082	SRR10120083	SRR10120084	SRR10120085	SRR10120086	SRR10120087	SRR10120088	SRR10120089	SRR10120090	SRR10120091	SRR10120092	SRR10120093	SRR10120094	SRR10120095	SRR10120096	SRR10120097	SRR10120098	SRR10120099	SRR10120100	SRR10120101	SRR10120102	SRR10120103	SRR10120104	SRR10120105	SRR10120106	SRR10120107	SRR10120108	SRR10120109	SRR10120110	SRR10120111	SRR10120112	SRR10120113	SRR10120114	SRR10120115	SRR10120116	SRR10120117	SRR10120118	SRR10120119	SRR10120120	SRR10120121	SRR10120122	SRR10120123	SRR10120124
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	2890.0	26.0	952.0	7720.0	158.0	12.0	182.0	6430.0	0.0	3595.0	0.0	15.0	10.0	2.0	0.0	858.0	7600.0	21.0	3123.0	805.0	1612.0	36.0	13.0	587.0	0.0	1063.0	1914.0	22.0	10.0	0.0	530.0	12320.0	0.0	0.0	3098.0	0.0	15.0	0.0	1916.0	0.0	0.0	773.0	1483.0	131.0	8.0	5.0	7.0	284.0	29.0	851.0	0.0	9.0	0.0	0.0	1867.0	1301.0	2171.0	4.0	6.0	3.0	10234.0	7.0	86.0	2.0	0.0	2456.0	5216.0	10074.0	2.0	535.0	196.0	16.0	0.0	1336.0	0.0	179.0	0.0	110.0	0.0	0.0	2223.0	0.0	0.0	0.0	1747.0	1636.0	946.0	0.0	0.0	23.0	0.0	4272.0	0.0	5522.0	0.0	4004.0	12.0	166.0	150.0	0.0	0.0	9247.0	345.0	2152.0	2294.0	0.0	73.0	47.0	44.0	19.0	17.0	0.0	5456.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	19.0	21.0	71.0	164.0	433.0	0.0	316.0	129.0	31.0	53.0	111.0	9.0	0.0	79.0	0.0	0.0	106.0	0.0	31.0	275.0	0.0	2288.0	1017.0	17.0	60.0	53.0	0.0	49.0	137.0	17.0	139.0	27.0	57.0	0.0	67.0	0.0	0.0	0.0	71.0	239.0	25.0	0.0	66.0	0.0	965.0	172.0	8.0	127.0	38.0	157.0	412.0	0.0	184.0	301.0	0.0	140.0	49.0	145.0	143.0	827.0	48.0	28.0	648.0	223.0	39.0	66.0	59.0	238.0	185.0	222.0	228.0	0.0	0.0	0.0	996.0	143.0	628.0	19.0	19.0	40.0	63.0	0.0	0.0	97.0	66.0	0.0	28.0	0.0	27.0	20.0	97.0	31.0	0.0	0.0	15.0	215.0	0.0	285.0	109.0	67.0	0.0	42.0	48.0	0.0	31.0	75.0	0.0	284.0	0.0	0.0	77.0	288.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	4364.0	0.0	281.0	889.0	871.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2953.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	207.0	0.0	61.0	0.0	0.0	0.0	91.0	0.0	102.0	39.0	0.0	0.0	22.0	0.0	0.0	12.0	0.0	2073.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	337.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	534.0	0.0	0.0	0.0	0.0	186.0	0.0	1103.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	94.0	40.0	0.0	0.0	1238.0	0.0	0.0	10.0	0.0	0.0	13.0	78.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	27.0	0.0	24569.0	8.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	49.0	0.0	341.0	556.0	103.0	0.0	154.0	584.0	83.0	0.0	0.0	0.0	0.0	318.0	184.0	150.0	0.0	0.0	1769.0	128.0	367.0	2.0	127.0	187.0	0.0	940.0	0.0	428.0	0.0	94.0	88.0	29.0	5.0	0.0	404.0	0.0	83.0	99.0	878.0	0.0	0.0	241.0	172.0	80.0	41.0	0.0	0.0	56.0	172.0	1237.0	3.0	10.0	0.0	83.0	400.0	529.0	290.0	789.0	121.0	0.0	0.0	63.0	212.0	0.0	0.0	545.0	0.0	868.0	999.0	228.0	268.0	3.0	93.0	809.0	0.0	1952.0	94.0	47.0	219.0	0.0	447.0	9.0	2.0	156.0	1878.0	276.0	92.0	0.0	15.0	49.0	74.0	1009.0	0.0	353.0	11.0	908.0	0.0	1070.0	622.0	3.0	0.0	752.0	706.0	0.0	2052.0	96.0	6.0	417.0	486.0	4.0	410.0	30.0	1488.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	52.0	74.0	53.0	52.0	150.0	0.0	267.0	77.0	195.0	0.0	125.0	23.0	638.0	55.0	117.0	49.0	0.0	0.0	515.0	0.0	709.0	2.0	0.0	11.0	131.0	259.0	18.0	25.0	0.0	153.0	3.0	107.0	33.0	14.0	639.0	18.0	0.0	60.0	48.0	0.0	165.0	0.0	47.0	150.0	318.0	20.0	0.0	59.0	446.0	145.0	64.0	0.0	4.0	82.0	133.0	43.0	1118.0	928.0	142.0	38.0	0.0	826.0	238.0	0.0	3.0	81.0	185.0	123.0	38.0	115.0	0.0	0.0	459.0	259.0	0.0	42.0	68.0	20.0	53.0	252.0	43.0	0.0	0.0	103.0	230.0	324.0	110.0	0.0	63.0	100.0	24.0	54.0	48.0	18.0	62.0	123.0	27.0	0.0	24.0	74.0	0.0	239.0	25.0	0.0	0.0	147.0	0.0	0.0	411.0	0.0	697.0	121.0	14.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	1108.0	4.0	14.0	31.0	0.0	0.0	393.0	0.0	0.0	570.0	0.0	0.0	62.0	20.0	682.0	0.0	0.0	0.0	25.0	3.0	20.0	883.0	316.0	627.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	224.0	70.0	4744.0	277.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	198.0	0.0	0.0	44.0	0.0	0.0	2.0	0.0	10.0	0.0	2.0	0.0	81.0	1171.0	13.0	3.0	56.0	383.0	324.0	0.0	0.0	888.0	0.0	52.0	0.0	365.0	0.0	3.0	3.0	19.0	4648.0	0.0	23.0	0.0	22.0	41.0	0.0	251.0	0.0	0.0	5.0	805.0	0.0	192.0	0.0	30.0	0.0	244.0	0.0	0.0	0.0	286.0	17.0	0.0	18.0	0.0	30.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	0.0	0.0	8.0	4.0	161.0	10.0	63.0	21.0	125.0	58.0	42.0	21.0	96.0	10.0	0.0	25.0	0.0	18.0	16.0	301.0	430.0	451.0	22.0	107.0	0.0	224.0	192.0	17.0	13.0	22.0	0.0	37.0	0.0	54.0	0.0	17.0	3.0	20.0	49.0	1277.0	12.0	56.0	18.0	0.0	36.0	162.0	11.0	342.0	116.0	209.0	285.0	0.0	0.0	156.0	312.0	81.0	485.0	33.0	10.0	572.0	5.0	166.0	43.0	0.0	112.0	68.0	62.0	0.0	7.0	128.0	96.0	0.0	199.0	23.0	262.0	71.0	34.0	7.0	21.0	57.0	127.0	586.0	0.0	16.0	45.0	95.0	68.0	40.0	24.0	59.0	296.0	21.0	141.0	20.0	117.0	20.0	0.0	0.0	107.0	213.0	437.0	12.0	45.0	163.0	0.0	24.0	0.0	42.0	13.0	0.0	112.0	5.0	11.0
d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	1489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	390.0	0.0	0.0	0.0	1866.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1514.0	960.0	0.0	0.0	0.0	1407.0	0.0	0.0	0.0	49.0	911.0	0.0	0.0	0.0	0.0	0.0	0.0	1964.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1054.0	2.0	28.0	0.0	317.0	0.0	0.0	0.0	0.0	5324.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas	27.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	15.0	0.0	5.0	4487.0	0.0	5.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	5.0	52.0	6550.0	4.0	0.0	166.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	1800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	8.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	15.0	5761.0	0.0	0.0	1676.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	9.0	237.0	0.0	0.0	27.0	0.0	319.0	0.0	640.0	0.0	0.0	0.0	7.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	6.0	0.0	0.0	185.0	0.0	0.0	0.0	1305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5334.0	0.0	0.0	0.0	4.0	0.0	0.0	23.0	328.0	3.0	0.0	2.0	2617.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1791.0	0.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1004.0	0.0	0.0	1088.0	0.0	35.0	8.0	0.0	22.0	0.0	0.0	222.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	177.0	112.0	125.0	121.0	484.0	48.0	107.0	95.0	137.0	48.0	38.0	289.0	44.0	12.0	34.0	160.0	147.0	107.0	6.0	121.0	135.0	103.0	25.0	514.0	173.0	220.0	337.0	138.0	464.0	59.0	572.0	113.0	628.0	22.0	270.0	0.0	0.0	19.0	75.0	8.0	84.0	87.0	84.0	0.0	176.0	192.0	0.0	210.0	236.0	289.0	116.0	0.0	342.0	309.0	208.0	65.0	122.0	63.0	49.0	285.0	74.0	59.0	79.0	0.0	33.0	199.0	135.0	55.0	42.0	116.0	45.0	0.0	135.0	123.0	60.0	71.0	85.0	104.0	23.0	26.0	130.0	97.0	53.0	49.0	38.0	37.0	30.0	106.0	32.0	66.0	47.0	51.0	72.0	30.0	119.0	64.0	0.0	130.0	81.0	149.0	0.0	112.0	46.0	780.0	218.0	139.0	0.0	80.0	188.0	13.0	196.0	283.0	60.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014	0.0	0.0	11.0	0.0	341.0	0.0	0.0	93.0	435.0	2864.0	2.0	0.0	0.0	207.0	422.0	98.0	0.0	0.0	5295.0	0.0	40.0	7.0	0.0	0.0	4.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	972.0	112.0	0.0	743.0	772.0	0.0	406.0	759.0	0.0	5.0	152.0	261.0	753.0	0.0	0.0	7.0	2.0	50.0	499.0	45.0	1233.0	18.0	0.0	9.0	0.0	12.0	0.0	0.0	3097.0	0.0	2.0	548.0	6.0	53.0	16.0	42.0	0.0	6.0	10155.0	624.0	86.0	0.0	766.0	546.0	9.0	8.0	282.0	5705.0	212.0	3.0	0.0	5.0	229.0	13.0	415.0	5.0	723.0	8.0	327.0	0.0	3.0	373.0	2.0	3.0	174.0	394.0	0.0	534.0	1061.0	0.0	43.0	2.0	0.0	2676.0	0.0	1958.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__[Eubacterium]_siraeum_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	221.0	355.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	513.0	0.0	0.0	115.0	0.0	366.0	0.0	0.0	0.0	0.0	107.0	179.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	3.0	129.0	90.0	19.0	88.0	0.0	0.0	2.0	0.0	283.0	0.0	0.0	149.0	0.0	69.0	0.0	12.0	416.0	0.0	0.0	0.0	0.0	101.0	130.0	0.0	0.0	117.0	0.0	0.0	0.0	3063.0	0.0	12.0	0.0	0.0	120.0	0.0	0.0	138.0	0.0	112.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	256.0	0.0	0.0	25.0	0.0	0.0	189.0	139.0	0.0	163.0	0.0	586.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	42.0	883.0	45.0	528.0	83.0	0.0	242.0	15.0	239.0	70.0	89.0	0.0	159.0	62.0	56.0	0.0	56.0	19.0	130.0	138.0	1153.0	10.0	0.0	50.0	330.0	104.0	500.0	192.0	115.0	245.0	60.0	26.0	207.0	9.0	32.0	4.0	9.0	473.0	23.0	65.0	3280.0	155.0	43.0	935.0	1940.0	63.0	15.0	10.0	40.0	73.0	114.0	95.0	94.0	62.0	110.0	77.0	324.0	90.0	19.0	356.0	83.0	69.0	377.0	0.0	14.0	151.0	172.0	245.0	124.0	51.0	93.0	23.0	46.0	215.0	39.0	124.0	120.0	101.0	0.0	125.0	40.0	163.0	52.0	56.0	4.0	61.0	24.0	18.0	33.0	114.0	74.0	67.0	260.0	1114.0	85.0	120.0	28.0	337.0	0.0	249.0	700.0	130.0	21.0	144.0	176.0	11.0	2.0	478.0	17.0	0.0	320.0	67.0	426.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	79.0	19.0	98.0	691.0	343.0	12.0	176.0	70.0	102.0	29.0	9.0	98.0	64.0	30.0	114.0	116.0	238.0	0.0	135.0	119.0	153.0	31.0	0.0	336.0	26.0	79.0	59.0	149.0	0.0	255.0	260.0	38.0	13.0	0.0	121.0	0.0	98.0	75.0	33.0	26.0	21.0	364.0	117.0	54.0	227.0	299.0	0.0	33.0	69.0	62.0	34.0	12.0	0.0	155.0	20.0	889.0	663.0	401.0	141.0	226.0	29.0	359.0	1157.0	0.0	0.0	100.0	2.0	211.0	235.0	413.0	376.0	0.0	915.0	62.0	0.0	558.0	22.0	54.0	65.0	147.0	59.0	14.0	15.0	219.0	388.0	265.0	11.0	61.0	31.0	40.0	15.0	528.0	0.0	216.0	13.0	551.0	0.0	100.0	0.0	0.0	0.0	169.0	28.0	104.0	57.0	43.0	0.0	96.0	36.0	0.0	467.0	109.0	47.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	60.0	35.0	3.0	205.0	0.0	0.0	0.0	76.0	12.0	0.0	13.0	53.0	0.0	21.0	75.0	0.0	0.0	0.0	0.0	382.0	192.0	18.0	0.0	30.0	44.0	21.0	0.0	25.0	0.0	14.0	24.0	43.0	116.0	0.0	0.0	9.0	0.0	181.0	24.0	0.0	19.0	20.0	98.0	4.0	90.0	582.0	0.0	0.0	6.0	0.0	107.0	0.0	0.0	20.0	55.0	7.0	750.0	35.0	33.0	33.0	0.0	15.0	31.0	0.0	0.0	188.0	62.0	14.0	29.0	34.0	0.0	0.0	86.0	687.0	0.0	14.0	0.0	0.0	7.0	161.0	0.0	8.0	0.0	0.0	48.0	510.0	0.0	303.0	66.0	199.0	71.0	17.0	0.0	42.0	55.0	33.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	14.0	0.0	5.0	0.0	36.0	10.0	0.0	26.0	50.0	771.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	13.0	12.0	7.0	0.0	0.0	17.0	2.0	2.0	62.0	61.0	0.0	0.0	276.0	20.0	11.0	0.0	0.0	136.0	5.0	7.0	40.0	0.0	11.0	313.0	3.0	0.0	24.0	8.0	888.0	55.0	47.0	3.0	35.0	0.0	177.0	0.0	51.0	17.0	0.0	0.0	62.0	0.0	0.0	71.0	0.0	16.0	0.0	8.0	0.0	0.0	70.0	821.0	610.0	27.0	379.0	0.0	56.0	0.0	63.0	16.0	0.0	74.0	148.0	0.0	329.0	44.0	42.0	0.0	28.0	33.0	9.0	79.0	153.0	308.0	0.0	0.0	0.0	1118.0	275.0	0.0	8.0	54.0	0.0	391.0	2.0	45.0	118.0	145.0	171.0	0.0	18.0	0.0	21.0	106.0	84.0	7.0	9.0	0.0	0.0	0.0	18.0	0.0	0.0	813.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	36.0	15.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	0.0	0.0	442.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	86.0	17.0	184.0	675.0	0.0	289.0	0.0	109.0	13.0	0.0	202.0	467.0	0.0	63.0	0.0	0.0	47.0	0.0	0.0	0.0	7.0	0.0	0.0	132.0	4.0	17.0	0.0	1343.0	246.0	106.0	0.0	0.0	866.0	59.0	0.0	129.0	0.0	24.0	0.0	0.0	34.0	914.0	4.0	0.0	0.0	6.0	0.0	0.0	15.0	0.0	0.0	28.0	139.0	910.0	0.0	0.0	0.0	0.0	0.0	16.0	220.0	2.0	0.0	6.0	6.0	0.0	27.0	15.0	0.0	0.0	2587.0	0.0	0.0	0.0	7.0	0.0	40.0	0.0	8.0	106.0	14.0	0.0	49.0	38.0	0.0	320.0	43.0	0.0	34.0	49.0	0.0	0.0	44.0	0.0	0.0	0.0	130.0	7.0	40.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__	377.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1625.0	0.0	0.0	0.0	1302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	12.0	0.0	7.0	149.0	135.0	0.0	206.0	63.0	29.0	0.0	9.0	0.0	0.0	286.0	65.0	123.0	0.0	15.0	250.0	346.0	80.0	0.0	64.0	0.0	0.0	15.0	0.0	18.0	0.0	82.0	36.0	0.0	0.0	0.0	109.0	0.0	0.0	460.0	129.0	0.0	50.0	74.0	48.0	0.0	14.0	0.0	0.0	711.0	183.0	927.0	2.0	0.0	0.0	39.0	6.0	293.0	145.0	252.0	173.0	0.0	0.0	47.0	23.0	0.0	0.0	458.0	0.0	59.0	97.0	241.0	22.0	0.0	110.0	72.0	0.0	222.0	212.0	28.0	78.0	136.0	670.0	0.0	0.0	27.0	145.0	79.0	0.0	0.0	0.0	0.0	23.0	208.0	0.0	57.0	3.0	80.0	0.0	308.0	1439.0	15.0	0.0	29.0	563.0	0.0	366.0	39.0	0.0	62.0	24.0	0.0	43.0	0.0	449.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	17.0	30.0	10.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0	45.0	117.0	115.0	0.0	0.0	0.0	272.0	37.0	0.0	0.0	32.0	161.0	4.0	22.0	72.0	0.0	225.0	7.0	154.0	36.0	19.0	20.0	142.0	0.0	26.0	0.0	0.0	0.0	12.0	0.0	0.0	15.0	35.0	160.0	0.0	8.0	19.0	25.0	18.0	11.0	88.0	535.0	33.0	8.0	10.0	50.0	82.0	11.0	10.0	261.0	266.0	48.0	68.0	122.0	199.0	16.0	83.0	25.0	12.0	144.0	5.0	249.0	100.0	169.0	52.0	0.0	7.0	391.0	41.0	48.0	53.0	199.0	28.0	69.0	9.0	106.0	511.0	0.0	72.0	436.0	226.0	6.0	29.0	76.0	121.0	24.0	0.0	21.0	0.0	163.0	82.0	0.0	16.0	117.0	19.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	3.0	0.0	0.0	71.0	357.0	0.0	106.0	15.0	6.0	0.0	27.0	0.0	0.0	23.0	28.0	0.0	41.0	0.0	0.0	0.0	0.0	443.0	211.0	7.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	19.0	597.0	15.0	0.0	63.0	0.0	148.0	54.0	0.0	294.0	9.0	0.0	0.0	19.0	11.0	99.0	0.0	16.0	15.0	0.0	10.0	146.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	118.0	36.0	30.0	174.0	108.0	35.0	0.0	33.0	5.0	522.0	0.0	0.0	26.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	2.0	0.0	0.0	7.0	352.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	16.0	0.0	17.0	0.0	46.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	349.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	98.0	6.0	0.0	0.0	0.0	0.0	0.0	32.0	4.0	0.0	0.0	27.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	9.0	8.0	0.0	47.0	0.0	0.0	0.0	450.0	0.0	111.0	0.0	0.0	356.0	4.0	0.0	59.0	0.0	304.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	321.0	0.0	530.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	19.0	4.0	0.0	0.0	0.0	0.0	8.0	5.0	17.0	0.0	366.0	77.0	8.0	10.0	0.0	0.0	90.0	0.0	0.0	8.0	0.0	165.0	0.0	0.0	7.0	33.0	35.0	4.0	78.0	0.0	0.0	0.0	18.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	25.0	0.0	0.0	31.0	24.0	0.0	18.0	27.0	383.0	0.0	13.0	15.0	0.0	8.0	0.0	32.0	113.0	104.0	135.0	71.0	163.0	0.0	395.0	13.0	6.0	9.0	0.0	51.0	0.0	0.0	94.0	34.0	0.0	7.0	6.0	11.0	0.0	17.0	0.0	124.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	11.0	28.0	0.0	0.0	72.0	165.0	133.0	0.0	7.0	7.0	42.0	73.0	0.0	3.0	194.0	0.0	0.0	0.0	18.0	29.0	0.0	37.0	7.0	143.0
